shipment_id,order_id,carrier,product_id,product_name,quantity,price_per_unit,total_amount,shipment_date
15647,17425,ПЭК,1016,Антифриз G12,2,320.58,641.16,2025-07-26
15648,17426,СДЭК,1003,Масляный фильтр,11,243.52,2678.71,2025-03-25
15649,17427,Почта России,1019,Лампы H4,16,209.04,3344.67,2025-03-29
15650,17428,Почта России,1019,Лампы H4,8,176.34,1410.68,2025-04-14
15651,17429,СДЭК,1013,Аккумулятор 60Ah,3,250.44,751.32,2025-08-17
15652,17430,Байкал Сервис,1011,Генератор,3,232.98,698.95,2025-08-27
15653,17431,Деловые линии,1012,Стартер,15,283.25,4248.77,2025-05-08
15654,17432,Почта России,1018,Щётки стеклоочистителя,20,163.68,3273.51,2025-03-30
15655,17433,Почта России,1008,Ремень ГРМ,11,198.86,2187.41,2025-11-30
15656,17434,Деловые линии,1005,Свечи зажигания,11,322.26,3544.83,2025-01-29
15657,17436,ПЭК,1004,Воздушный фильтр,20,325.42,6508.47,2025-10-15
15658,17437,Деловые линии,1006,Амортизатор передний,14,259.02,3626.21,2025-07-08
15659,17438,Почта России,1005,Свечи зажигания,16,155.62,2489.93,2025-11-08
15660,17439,Байкал Сервис,1019,Лампы H4,13,252.26,3279.38,2025-06-27
15661,17441,СДЭК,1009,Помпа водяная,14,274.89,3848.4,2025-10-22
15662,17443,ПЭК,1001,Тормозные колодки передние,20,339.59,6791.82,2025-10-01
15663,17444,Байкал Сервис,1014,Аккумулятор 75Ah,4,318.15,1272.59,2025-06-21
15664,17445,ПЭК,1010,Радиатор охлаждения,1,251.37,251.37,2025-07-10
15665,17446,СДЭК,1009,Помпа водяная,7,241.11,1687.79,2025-11-30
15666,17447,Байкал Сервис,1015,Моторное масло 5W-40,5,306.66,1533.28,2025-08-13
15667,17448,Почта России,1004,Воздушный фильтр,4,163.85,655.38,2025-10-22
15668,17449,Почта России,1002,Тормозные колодки задние,11,215.08,2365.88,2025-01-02
15669,17450,Байкал Сервис,1010,Радиатор охлаждения,3,232.4,697.21,2025-11-22
15670,17451,ПЭК,1007,Амортизатор задний,1,325.44,325.44,2025-07-20
15671,17452,ПЭК,1002,Тормозные колодки задние,15,317.96,4769.42,2025-05-07
15672,17453,ПЭК,1020,Лампы H7,7,238.61,1670.3,2025-06-21
15673,17454,СДЭК,1019,Лампы H4,8,241.73,1933.82,2025-01-01
15674,17455,Почта России,1009,Помпа водяная,3,168.75,506.24,2025-11-01
15675,17457,СДЭК,1012,Стартер,11,282.1,3103.06,2025-01-29
15676,17459,Байкал Сервис,1001,Тормозные колодки передние,7,263.02,1841.13,2025-10-01
15677,17460,СДЭК,1005,Свечи зажигания,11,282.61,3108.75,2025-11-14
15678,17461,Почта России,1004,Воздушный фильтр,12,158.4,1900.8,2025-04-06
15679,17463,ПЭК,1009,Помпа водяная,10,245.78,2457.79,2025-03-30
15680,17464,Почта России,1018,Щётки стеклоочистителя,19,172.94,3285.86,2025-04-06
15681,17465,ПЭК,1013,Аккумулятор 60Ah,1,237.85,237.85,2025-12-12
15682,17466,Байкал Сервис,1016,Антифриз G12,20,269.6,5391.91,2025-08-15
15683,17470,Деловые линии,1002,Тормозные колодки задние,19,268.18,5095.36,2025-03-11
15684,17471,СДЭК,1011,Генератор,2,275.37,550.75,2025-01-08
15685,17472,Байкал Сервис,1020,Лампы H7,15,246.05,3690.82,2025-04-19
15686,17473,СДЭК,1019,Лампы H4,5,276.3,1381.48,2025-08-07
15687,17474,Деловые линии,1010,Радиатор охлаждения,12,305.4,3664.79,2025-07-13
15688,17475,Почта России,1020,Лампы H7,5,198.12,990.61,2025-07-30
15689,17476,ПЭК,1020,Лампы H7,16,327.36,5237.77,2025-04-14
15690,17477,Байкал Сервис,1020,Лампы H7,10,255.26,2552.57,2025-08-03
15691,17478,Деловые линии,1003,Масляный фильтр,7,364.55,2551.87,2025-12-04
15692,17479,Байкал Сервис,1009,Помпа водяная,11,293.87,3232.54,2025-12-10
15693,17480,Почта России,1009,Помпа водяная,17,171.31,2912.23,2025-05-30
15694,17481,Почта России,1003,Масляный фильтр,4,197.18,788.71,2025-05-28
15695,17482,ПЭК,1010,Радиатор охлаждения,13,253.08,3290.06,2025-10-23
15696,17483,ПЭК,1016,Антифриз G12,17,293.25,4985.31,2025-10-16
15697,17485,ПЭК,1017,Тормозная жидкость DOT-4,7,346.83,2427.82,2025-11-10
15698,17486,Байкал Сервис,1016,Антифриз G12,3,225.12,675.35,2025-02-02
15699,17487,Байкал Сервис,1013,Аккумулятор 60Ah,3,226.11,678.34,2025-02-16
15700,17488,СДЭК,1011,Генератор,20,234.17,4683.35,2025-11-16
15701,17489,Почта России,1015,Моторное масло 5W-40,9,148.7,1338.28,2025-09-23
15702,17490,ПЭК,1012,Стартер,3,306.37,919.1,2025-05-08
15703,17491,Деловые линии,1015,Моторное масло 5W-40,1,257.66,257.66,2025-04-17
15704,17492,СДЭК,1010,Радиатор охлаждения,9,284.1,2556.93,2025-07-29
15705,17493,СДЭК,1005,Свечи зажигания,7,218.42,1528.96,2025-06-22
15706,17494,СДЭК,1007,Амортизатор задний,13,256.0,3328.04,2025-07-04
15707,17495,ПЭК,1007,Амортизатор задний,17,288.06,4897.06,2025-06-17
15708,17496,Деловые линии,1020,Лампы H7,15,316.27,4744.01,2025-01-11
15709,17497,Деловые линии,1002,Тормозные колодки задние,9,288.98,2600.82,2025-04-30
15710,17498,Почта России,1006,Амортизатор передний,3,179.45,538.36,2025-10-02
15711,17500,Деловые линии,1016,Антифриз G12,4,277.61,1110.44,2025-08-08
15712,17501,СДЭК,1008,Ремень ГРМ,1,202.83,202.83,2025-05-21
15713,17502,Байкал Сервис,1009,Помпа водяная,18,282.32,5081.83,2025-02-27
15714,17503,Байкал Сервис,1017,Тормозная жидкость DOT-4,7,274.85,1923.93,2025-09-27
15715,17504,СДЭК,1002,Тормозные колодки задние,19,227.95,4330.99,2025-03-17
15716,17505,ПЭК,1015,Моторное масло 5W-40,14,317.0,4438.06,2025-03-30
15717,17506,ПЭК,1004,Воздушный фильтр,3,329.97,989.92,2025-01-22
15718,17507,Почта России,1014,Аккумулятор 75Ah,13,174.65,2270.51,2025-10-04
15719,17508,Почта России,1001,Тормозные колодки передние,6,187.81,1126.86,2025-10-15
15720,17509,ПЭК,1005,Свечи зажигания,1,305.27,305.27,2025-05-25
15721,17511,Деловые линии,1006,Амортизатор передний,4,290.37,1161.47,2025-06-28
15722,17512,СДЭК,1015,Моторное масло 5W-40,4,229.54,918.16,2025-12-27
15723,17513,СДЭК,1019,Лампы H4,20,207.12,4142.5,2025-11-02
15724,17514,Почта России,1015,Моторное масло 5W-40,15,196.39,2945.86,2025-03-12
15725,17515,СДЭК,1003,Масляный фильтр,5,234.71,1173.56,2025-04-10
15726,17516,Деловые линии,1020,Лампы H7,9,351.26,3161.38,2025-03-29
15727,17517,Байкал Сервис,1008,Ремень ГРМ,11,319.77,3517.46,2025-11-12
15728,17518,Почта России,1009,Помпа водяная,4,207.69,830.75,2025-09-04
15729,17519,СДЭК,1007,Амортизатор задний,11,233.12,2564.31,2025-01-18
15730,17520,Почта России,1009,Помпа водяная,2,184.61,369.21,2025-03-29
15731,17521,ПЭК,1002,Тормозные колодки задние,3,245.65,736.94,2025-11-12
15732,17522,Деловые линии,1008,Ремень ГРМ,20,327.97,6559.36,2025-08-15
15733,17524,Деловые линии,1017,Тормозная жидкость DOT-4,14,324.74,4546.34,2025-01-17
15734,17525,СДЭК,1011,Генератор,4,248.15,992.6,2025-01-12
15735,17527,ПЭК,1012,Стартер,6,282.69,1696.16,2025-10-11
15736,17528,Байкал Сервис,1013,Аккумулятор 60Ah,16,219.54,3512.57,2025-12-25
15737,17529,Деловые линии,1004,Воздушный фильтр,16,347.44,5559.02,2025-10-29
15738,17531,СДЭК,1003,Масляный фильтр,2,291.25,582.49,2025-12-24
15739,17532,Деловые линии,1015,Моторное масло 5W-40,19,381.8,7254.12,2025-04-25
15740,17533,Байкал Сервис,1005,Свечи зажигания,10,223.2,2231.96,2025-07-10
15741,17534,Байкал Сервис,1017,Тормозная жидкость DOT-4,6,235.1,1410.63,2025-02-27
15742,17535,СДЭК,1007,Амортизатор задний,4,223.87,895.47,2025-02-16
15743,17536,Почта России,1001,Тормозные колодки передние,6,157.0,942.03,2025-05-15
15744,17537,Байкал Сервис,1011,Генератор,17,232.5,3952.56,2025-05-24
15745,17538,СДЭК,1003,Масляный фильтр,20,251.15,5023.05,2025-11-12
15746,17539,Почта России,1019,Лампы H4,4,144.23,576.94,2025-12-01
15747,17540,Почта России,1019,Лампы H4,14,174.03,2436.46,2025-11-12
15748,17541,Деловые линии,1018,Щётки стеклоочистителя,18,341.19,6141.48,2025-05-03
15749,17542,Деловые линии,1015,Моторное масло 5W-40,2,336.39,672.79,2025-02-03
15750,17543,Байкал Сервис,1007,Амортизатор задний,17,235.93,4010.83,2025-06-12
15751,17544,Деловые линии,1006,Амортизатор передний,7,265.17,1856.17,2025-07-23
15752,17545,ПЭК,1004,Воздушный фильтр,2,239.05,478.09,2025-07-27
15753,17546,СДЭК,1004,Воздушный фильтр,1,257.94,257.94,2025-09-28
15754,17547,Почта России,1016,Антифриз G12,7,177.67,1243.68,2025-10-31
15755,17548,Почта России,1012,Стартер,12,176.0,2111.95,2025-12-26
15756,17549,ПЭК,1008,Ремень ГРМ,9,331.16,2980.48,2025-01-09
15757,17550,СДЭК,1017,Тормозная жидкость DOT-4,17,284.08,4829.28,2025-08-16
15758,17551,ПЭК,1006,Амортизатор передний,3,236.9,710.7,2025-08-10
15759,17553,Деловые линии,1002,Тормозные колодки задние,10,325.05,3250.45,2025-09-29
15760,17555,Почта России,1005,Свечи зажигания,17,170.97,2906.53,2025-11-06
15761,17556,Деловые линии,1010,Радиатор охлаждения,19,299.43,5689.19,2025-05-06
15762,17557,Байкал Сервис,1017,Тормозная жидкость DOT-4,20,307.99,6159.72,2025-12-10
15763,17558,Деловые линии,1011,Генератор,19,347.29,6598.44,2025-08-18
15764,17559,Байкал Сервис,1005,Свечи зажигания,5,242.97,1214.83,2025-02-24
15765,17560,Почта России,1001,Тормозные колодки передние,15,166.71,2500.69,2025-09-15
15766,17561,ПЭК,1001,Тормозные колодки передние,6,245.97,1475.84,2025-07-07
15767,17563,Деловые линии,1005,Свечи зажигания,15,327.36,4910.36,2025-06-25
15768,17564,Почта России,1010,Радиатор охлаждения,20,182.17,3643.44,2025-10-18
15769,17565,СДЭК,1006,Амортизатор передний,20,216.81,4336.14,2025-10-06
15770,17566,Почта России,1012,Стартер,8,152.16,1217.31,2025-03-24
15771,17567,Почта России,1007,Амортизатор задний,18,166.94,3004.93,2025-12-23
15772,17568,СДЭК,1017,Тормозная жидкость DOT-4,5,234.79,1173.93,2025-01-29
15773,17569,Байкал Сервис,1015,Моторное масло 5W-40,15,243.33,3649.96,2025-02-09
15774,17570,СДЭК,1014,Аккумулятор 75Ah,13,217.51,2827.57,2025-07-14
15775,17571,СДЭК,1011,Генератор,3,206.3,618.91,2025-01-07
15776,17572,Деловые линии,1005,Свечи зажигания,13,328.04,4264.56,2025-07-19
15777,17573,Почта России,1016,Антифриз G12,14,201.3,2818.15,2025-03-14
15778,17575,Деловые линии,1012,Стартер,2,372.66,745.32,2025-01-27
15779,17576,Байкал Сервис,1016,Антифриз G12,8,233.65,1869.2,2025-02-15
15780,17577,ПЭК,1018,Щётки стеклоочистителя,8,314.21,2513.68,2025-05-08
15781,17578,Байкал Сервис,1010,Радиатор охлаждения,16,307.03,4912.45,2025-12-04
15782,17579,Деловые линии,1012,Стартер,18,376.12,6770.23,2025-09-04
15783,17580,Байкал Сервис,1019,Лампы H4,8,318.32,2546.53,2025-08-09
15784,17581,Байкал Сервис,1003,Масляный фильтр,2,246.6,493.21,2025-11-09
15785,17582,Деловые линии,1001,Тормозные колодки передние,5,370.47,1852.37,2025-07-10
15786,17583,Деловые линии,1008,Ремень ГРМ,15,328.67,4930.04,2025-11-29
15787,17584,Почта России,1015,Моторное масло 5W-40,15,194.0,2910.07,2025-11-26
15788,17585,ПЭК,1020,Лампы H7,11,237.54,2612.93,2025-11-30
15789,17587,СДЭК,1014,Аккумулятор 75Ah,20,237.76,4755.24,2025-02-17
15790,17589,Почта России,1001,Тормозные колодки передние,13,155.32,2019.1,2025-01-04
15791,17590,Деловые линии,1004,Воздушный фильтр,14,372.84,5219.79,2025-05-23
15792,17593,Байкал Сервис,1010,Радиатор охлаждения,6,288.24,1729.42,2025-09-08
15793,17594,Деловые линии,1017,Тормозная жидкость DOT-4,11,317.75,3495.28,2025-06-03
15794,17595,СДЭК,1014,Аккумулятор 75Ah,8,205.36,1642.86,2025-01-17
15795,17596,СДЭК,1011,Генератор,15,210.46,3156.92,2025-11-29
15796,17597,Деловые линии,1016,Антифриз G12,5,270.63,1353.17,2025-07-14
15797,17598,Почта России,1008,Ремень ГРМ,8,169.05,1352.44,2025-03-22
15798,17599,ПЭК,1014,Аккумулятор 75Ah,6,259.16,1554.99,2025-10-08
15799,17601,Почта России,1001,Тормозные колодки передние,20,150.94,3018.8,2025-04-09
15800,17602,СДЭК,1002,Тормозные колодки задние,15,264.54,3968.08,2025-06-30
15801,17603,ПЭК,1011,Генератор,4,316.59,1266.36,2025-12-31
15802,17604,ПЭК,1016,Антифриз G12,5,247.77,1238.87,2025-08-09
15803,17605,ПЭК,1001,Тормозные колодки передние,20,278.23,5564.53,2025-10-19
15804,17606,СДЭК,1018,Щётки стеклоочистителя,10,269.41,2694.09,2025-05-12
15805,17607,Почта России,1019,Лампы H4,20,180.47,3609.48,2025-08-18
15806,17608,Байкал Сервис,1015,Моторное масло 5W-40,5,220.93,1104.67,2025-02-20
15807,17609,Почта России,1020,Лампы H7,5,149.24,746.19,2025-08-29
15808,17610,СДЭК,1020,Лампы H7,5,244.5,1222.5,2025-02-12
15809,17611,Почта России,1011,Генератор,16,213.7,3419.19,2025-02-23
15810,17612,СДЭК,1003,Масляный фильтр,20,229.63,4592.53,2025-06-15
15811,17613,Деловые линии,1004,Воздушный фильтр,3,310.13,930.39,2025-04-29
15812,17614,ПЭК,1008,Ремень ГРМ,10,335.79,3357.94,2025-08-09
15813,17615,СДЭК,1010,Радиатор охлаждения,17,248.4,4222.82,2025-07-31
15814,17616,Байкал Сервис,1009,Помпа водяная,11,246.29,2709.15,2025-04-18
15815,17617,Байкал Сервис,1012,Стартер,1,266.6,266.6,2025-06-25
15816,17618,СДЭК,1019,Лампы H4,10,276.04,2760.44,2025-02-04
15817,17619,Деловые линии,1001,Тормозные колодки передние,20,367.42,7348.45,2025-11-19
15818,17620,СДЭК,1011,Генератор,20,294.37,5887.3,2025-06-10
15819,17621,СДЭК,1012,Стартер,16,225.17,3602.71,2025-01-21
15820,17622,Почта России,1018,Щётки стеклоочистителя,3,166.05,498.15,2025-11-11
15821,17623,Почта России,1013,Аккумулятор 60Ah,2,214.7,429.41,2025-03-16
15822,17624,Деловые линии,1008,Ремень ГРМ,15,382.57,5738.6,2025-03-23
15823,17625,Байкал Сервис,1020,Лампы H7,16,282.95,4527.15,2025-04-26
15824,17626,Байкал Сервис,1019,Лампы H4,2,302.37,604.75,2025-09-23
15825,17627,Байкал Сервис,1006,Амортизатор передний,18,304.53,5481.5,2025-12-04
15826,17628,Байкал Сервис,1005,Свечи зажигания,19,296.41,5631.76,2025-04-07
15827,17629,Почта России,1014,Аккумулятор 75Ah,13,153.22,1991.92,2025-12-24
15828,17630,Байкал Сервис,1010,Радиатор охлаждения,19,297.79,5657.95,2025-05-16
15829,17631,Байкал Сервис,1008,Ремень ГРМ,8,316.24,2529.88,2025-01-04
15830,17632,Байкал Сервис,1002,Тормозные колодки задние,11,306.89,3375.77,2025-01-21
15831,17633,СДЭК,1003,Масляный фильтр,2,291.07,582.15,2025-06-01
15832,17634,Деловые линии,1015,Моторное масло 5W-40,12,333.93,4007.14,2025-06-12
15833,17635,Байкал Сервис,1016,Антифриз G12,10,279.67,2796.67,2025-02-06
15834,17636,СДЭК,1016,Антифриз G12,5,208.3,1041.51,2025-01-06
15835,17637,Деловые линии,1001,Тормозные колодки передние,9,291.17,2620.57,2025-07-30
15836,17638,ПЭК,1002,Тормозные колодки задние,13,294.07,3822.87,2025-06-03
15837,17639,СДЭК,1018,Щётки стеклоочистителя,9,259.89,2338.98,2025-04-20
15838,17640,Почта России,1019,Лампы H4,4,160.12,640.47,2025-04-25
15839,17641,Почта России,1011,Генератор,18,182.19,3279.35,2025-09-26
15840,17642,Почта России,1014,Аккумулятор 75Ah,8,166.94,1335.53,2025-06-20
15841,17643,СДЭК,1017,Тормозная жидкость DOT-4,12,272.95,3275.38,2025-09-08
15842,17644,Почта России,1007,Амортизатор задний,6,185.02,1110.14,2025-08-06
15843,17646,Байкал Сервис,1010,Радиатор охлаждения,11,275.69,3032.63,2025-08-27
15844,17647,СДЭК,1013,Аккумулятор 60Ah,16,236.64,3786.24,2025-06-06
15845,17648,Байкал Сервис,1003,Масляный фильтр,16,235.43,3766.89,2025-11-21
15846,17649,Деловые линии,1004,Воздушный фильтр,16,261.79,4188.7,2025-08-30
15847,17650,Байкал Сервис,1009,Помпа водяная,6,307.58,1845.49,2025-03-17
15848,17651,СДЭК,1020,Лампы H7,3,284.63,853.88,2025-08-27
15849,17652,Деловые линии,1006,Амортизатор передний,15,321.34,4820.13,2025-08-16
15850,17653,Почта России,1007,Амортизатор задний,20,159.53,3190.61,2025-09-27
15851,17654,ПЭК,1019,Лампы H4,8,313.24,2505.94,2025-01-12
15852,17655,ПЭК,1017,Тормозная жидкость DOT-4,10,278.62,2786.24,2025-05-02
15853,17656,Деловые линии,1016,Антифриз G12,18,260.03,4680.6,2025-09-10
15854,17657,Байкал Сервис,1010,Радиатор охлаждения,8,255.86,2046.88,2025-02-06
15855,17658,СДЭК,1019,Лампы H4,15,262.35,3935.25,2025-07-24
15856,17659,Почта России,1015,Моторное масло 5W-40,3,215.44,646.33,2025-04-10
15857,17660,СДЭК,1016,Антифриз G12,17,252.65,4295.03,2025-05-05
15858,17662,Байкал Сервис,1006,Амортизатор передний,9,305.95,2753.55,2025-08-23
15859,17663,Почта России,1005,Свечи зажигания,13,187.29,2434.82,2025-09-23
15860,17664,СДЭК,1017,Тормозная жидкость DOT-4,17,265.24,4509.06,2025-10-10
15861,17665,ПЭК,1001,Тормозные колодки передние,18,241.41,4345.34,2025-08-29
15862,17666,ПЭК,1009,Помпа водяная,5,257.41,1287.05,2025-02-26
15863,17667,СДЭК,1020,Лампы H7,10,221.9,2219.01,2025-08-16
15864,17668,Деловые линии,1007,Амортизатор задний,12,309.35,3712.17,2025-08-03
15865,17670,ПЭК,1006,Амортизатор передний,9,283.14,2548.3,2025-10-01
15866,17671,Почта России,1016,Антифриз G12,18,144.94,2608.86,2025-12-11
15867,17672,ПЭК,1006,Амортизатор передний,7,299.07,2093.47,2025-08-07
15868,17673,Деловые линии,1009,Помпа водяная,19,302.52,5747.87,2025-10-14
15869,17674,Почта России,1013,Аккумулятор 60Ah,15,192.43,2886.41,2025-09-15
15870,17675,ПЭК,1013,Аккумулятор 60Ah,8,328.0,2623.98,2025-09-07
15871,17676,Байкал Сервис,1012,Стартер,19,268.16,5095.08,2025-03-20
15872,17677,Байкал Сервис,1008,Ремень ГРМ,17,305.04,5185.64,2025-11-05
15873,17678,Деловые линии,1014,Аккумулятор 75Ah,17,271.13,4609.14,2025-09-19
15874,17679,ПЭК,1008,Ремень ГРМ,19,344.7,6549.22,2025-11-24
15875,17680,ПЭК,1019,Лампы H4,5,304.69,1523.45,2025-12-29
15876,17681,СДЭК,1001,Тормозные колодки передние,18,263.67,4745.98,2025-10-16
15877,17682,Почта России,1019,Лампы H4,1,195.99,195.99,2025-08-03
15878,17683,Деловые линии,1009,Помпа водяная,14,266.11,3725.49,2025-04-10
15879,17684,Почта России,1020,Лампы H7,9,193.65,1742.86,2025-09-22
15880,17685,Деловые линии,1015,Моторное масло 5W-40,8,320.97,2567.77,2025-03-07
15881,17686,Деловые линии,1009,Помпа водяная,7,349.34,2445.38,2025-08-02
15882,17687,СДЭК,1017,Тормозная жидкость DOT-4,18,256.24,4612.29,2025-06-26
15883,17688,ПЭК,1015,Моторное масло 5W-40,14,313.61,4390.56,2025-12-10
15884,17689,СДЭК,1017,Тормозная жидкость DOT-4,2,235.45,470.91,2025-04-07
15885,17690,Деловые линии,1007,Амортизатор задний,19,257.4,4890.55,2025-11-13
15886,17691,Байкал Сервис,1017,Тормозная жидкость DOT-4,2,292.69,585.39,2025-09-12
15887,17692,СДЭК,1001,Тормозные колодки передние,14,220.44,3086.16,2025-07-10
15888,17693,Деловые линии,1001,Тормозные колодки передние,20,262.35,5247.08,2025-09-24
15889,17694,Почта России,1004,Воздушный фильтр,15,212.27,3184.07,2025-10-13
15890,17695,СДЭК,1018,Щётки стеклоочистителя,10,207.83,2078.3,2025-08-31
15891,17696,ПЭК,1012,Стартер,14,297.01,4158.09,2025-06-12
15892,17697,Деловые линии,1015,Моторное масло 5W-40,15,305.86,4587.97,2025-03-21
15893,17698,ПЭК,1014,Аккумулятор 75Ah,15,310.07,4651.07,2025-07-16
15894,17699,Деловые линии,1018,Щётки стеклоочистителя,6,379.2,2275.19,2025-11-30
15895,17700,Почта России,1007,Амортизатор задний,20,165.09,3301.79,2025-07-29
15896,17701,Байкал Сервис,1005,Свечи зажигания,9,237.33,2135.93,2025-12-17
15897,17702,Байкал Сервис,1010,Радиатор охлаждения,20,226.72,4534.4,2025-02-23
15898,17703,Байкал Сервис,1013,Аккумулятор 60Ah,6,285.18,1711.11,2025-06-25
15899,17704,Байкал Сервис,1017,Тормозная жидкость DOT-4,18,303.85,5469.35,2025-03-09
15900,17705,Деловые линии,1011,Генератор,1,351.03,351.03,2025-12-30
15901,17706,Байкал Сервис,1003,Масляный фильтр,7,238.3,1668.11,2025-12-01
15902,17707,Почта России,1001,Тормозные колодки передние,11,168.4,1852.43,2025-10-10
15903,17708,Деловые линии,1017,Тормозная жидкость DOT-4,2,356.61,713.21,2025-03-29
15904,17709,Почта России,1007,Амортизатор задний,3,202.11,606.33,2025-04-11
15905,17710,СДЭК,1008,Ремень ГРМ,13,289.5,3763.55,2025-05-31
15906,17711,СДЭК,1020,Лампы H7,17,270.23,4593.85,2025-09-12
15907,17712,Байкал Сервис,1011,Генератор,19,223.86,4253.38,2025-11-11
15908,17713,Байкал Сервис,1017,Тормозная жидкость DOT-4,11,249.0,2739.01,2025-09-26
15909,17714,Почта России,1006,Амортизатор передний,8,169.67,1357.39,2025-05-12
15910,17715,Деловые линии,1016,Антифриз G12,7,279.81,1958.69,2025-12-11
15911,17717,Деловые линии,1007,Амортизатор задний,14,300.27,4203.82,2025-05-25
15912,17718,ПЭК,1017,Тормозная жидкость DOT-4,15,243.77,3656.52,2025-01-29
15913,17719,Почта России,1009,Помпа водяная,16,175.58,2809.33,2025-05-04
15914,17720,СДЭК,1005,Свечи зажигания,16,209.45,3351.17,2025-04-01
15915,17722,ПЭК,1005,Свечи зажигания,7,236.93,1658.51,2025-03-22
15916,17723,Деловые линии,1018,Щётки стеклоочистителя,18,355.11,6391.99,2025-07-31
15917,17724,ПЭК,1015,Моторное масло 5W-40,7,297.66,2083.59,2025-11-03
15918,17726,Байкал Сервис,1017,Тормозная жидкость DOT-4,16,236.24,3779.88,2025-11-29
15919,17727,Почта России,1016,Антифриз G12,16,203.16,3250.6,2025-12-22
15920,17728,Почта России,1006,Амортизатор передний,3,176.34,529.01,2025-08-09
15921,17730,Деловые линии,1009,Помпа водяная,12,280.17,3362.07,2025-03-13
15922,17731,Байкал Сервис,1014,Аккумулятор 75Ah,4,276.65,1106.61,2025-03-15
15923,17732,Деловые линии,1015,Моторное масло 5W-40,20,368.93,7378.63,2025-03-16
15924,17733,Деловые линии,1018,Щётки стеклоочистителя,2,309.98,619.96,2025-08-23
15925,17734,СДЭК,1001,Тормозные колодки передние,2,202.46,404.93,2025-07-05
15926,17735,Почта России,1009,Помпа водяная,19,179.69,3414.16,2025-02-27
15927,17736,СДЭК,1010,Радиатор охлаждения,14,215.1,3011.43,2025-12-21
15928,17737,СДЭК,1014,Аккумулятор 75Ah,17,289.92,4928.67,2025-01-12
15929,17738,ПЭК,1016,Антифриз G12,1,280.06,280.06,2025-07-28
15930,17739,Деловые линии,1005,Свечи зажигания,15,380.2,5702.96,2025-05-06
15931,17740,Деловые линии,1002,Тормозные колодки задние,2,265.69,531.39,2025-09-11
15932,17741,Деловые линии,1013,Аккумулятор 60Ah,15,274.68,4120.26,2025-05-03
15933,17742,ПЭК,1002,Тормозные колодки задние,1,336.38,336.38,2025-08-21
15934,17744,ПЭК,1003,Масляный фильтр,12,303.78,3645.4,2025-03-03
15935,17745,ПЭК,1005,Свечи зажигания,4,248.8,995.19,2025-04-12
15936,17747,Деловые линии,1010,Радиатор охлаждения,16,285.14,4562.2,2025-11-13
15937,17748,Деловые линии,1006,Амортизатор передний,1,277.61,277.61,2025-01-31
15938,17749,ПЭК,1017,Тормозная жидкость DOT-4,10,268.2,2682.0,2025-01-23
15939,17750,СДЭК,1009,Помпа водяная,9,255.29,2297.64,2025-01-03
15940,17751,Байкал Сервис,1019,Лампы H4,20,298.43,5968.66,2025-02-04
15941,17752,Деловые линии,1011,Генератор,4,315.75,1262.98,2025-11-20
15942,17753,ПЭК,1007,Амортизатор задний,5,313.41,1567.06,2025-03-31
15943,17754,Почта России,1007,Амортизатор задний,19,200.69,3813.16,2025-12-19
15944,17755,СДЭК,1006,Амортизатор передний,15,218.03,3270.4,2025-03-15
15945,17756,СДЭК,1002,Тормозные колодки задние,19,278.68,5294.97,2025-10-01
15946,17757,ПЭК,1017,Тормозная жидкость DOT-4,7,281.64,1971.46,2025-03-14
15947,17758,ПЭК,1011,Генератор,9,273.88,2464.94,2025-10-25
15948,17759,Почта России,1015,Моторное масло 5W-40,16,194.2,3107.27,2025-09-18
15949,17760,Байкал Сервис,1020,Лампы H7,5,280.93,1404.67,2025-12-03
15950,17761,СДЭК,1020,Лампы H7,20,210.85,4217.03,2025-05-04
15951,17762,Деловые линии,1012,Стартер,1,286.67,286.67,2025-10-18
15952,17763,СДЭК,1013,Аккумулятор 60Ah,13,273.76,3558.83,2025-12-10
15953,17764,Деловые линии,1013,Аккумулятор 60Ah,2,378.02,756.05,2025-03-25
15954,17765,СДЭК,1015,Моторное масло 5W-40,4,291.96,1167.82,2025-05-06
15955,17766,Байкал Сервис,1012,Стартер,14,235.89,3302.46,2025-06-09
15956,17767,Деловые линии,1015,Моторное масло 5W-40,15,370.29,5554.37,2025-03-09
15957,17768,ПЭК,1008,Ремень ГРМ,12,308.5,3701.97,2025-06-07
15958,17769,Байкал Сервис,1008,Ремень ГРМ,2,292.81,585.61,2025-11-25
15959,17770,Байкал Сервис,1006,Амортизатор передний,15,272.53,4087.9,2025-11-25
15960,17772,Байкал Сервис,1008,Ремень ГРМ,10,303.91,3039.14,2025-07-19
15961,17773,СДЭК,1019,Лампы H4,18,229.65,4133.68,2025-01-20
15962,17774,СДЭК,1019,Лампы H4,7,295.29,2067.01,2025-09-30
15963,17775,Почта России,1009,Помпа водяная,3,211.57,634.7,2025-07-24
15964,17776,Деловые линии,1017,Тормозная жидкость DOT-4,14,364.49,5102.92,2025-10-31
15965,17778,СДЭК,1017,Тормозная жидкость DOT-4,18,280.77,5053.78,2025-07-30
15966,17779,ПЭК,1006,Амортизатор передний,8,288.3,2306.38,2025-05-25
15967,17781,Байкал Сервис,1009,Помпа водяная,5,301.3,1506.48,2025-02-28
15968,17782,Байкал Сервис,1001,Тормозные колодки передние,18,288.31,5189.62,2025-03-26
15969,17783,Деловые линии,1015,Моторное масло 5W-40,19,299.89,5697.97,2025-10-01
